"CubeId";"rendoblid"
"PublishingDate";"2017-07-03 14:30"

"Date";"D0";"Value"
"1998-02-27";"7J";"2.481"
"1998-02-27";"8J";"2.656"
"1998-02-27";"9J";"2.816"
"1998-02-27";"10J0";"2.964"
"1998-02-27";"20J";"3.936"
"1998-02-27";"30J";"4.408"
"1998-02-27";"10J1";"5.09"
"1998-02-27";"E";"2.656"
"1998-02-27";"K";
"1998-02-27";"P";"2.971"
"1998-02-27";"GK";
"1998-02-27";"IKH";
"1998-02-27";"AAA";
"1998-02-27";"AA";
"1998-02-27";"A";
"1998-03-02";"1J";"1.132"
"1998-03-02";"2J";"1.36"
"1998-03-02";"3J";"1.611"
"1998-03-02";"4J";"1.854"
"1998-03-02";"5J";"2.082"
"1998-03-02";"6J";"2.293"
"1998-03-02";"7J";"2.486"
"1998-03-02";"8J";"2.664"
"1998-03-02";"9J";"2.826"
"1998-03-02";"10J0";"2.976"
"1998-03-02";"20J";"3.953"
"1998-03-02";"30J";"4.423"
"1998-03-02";"10J1";"5.13"
"1998-03-02";"E";"2.664"
"1998-03-02";"K";
"1998-03-02";"P";"2.948"
"1998-03-02";"GK";
"1998-03-02";"IKH";
"1998-03-02";"AAA";
"1998-03-02";"AA";
"1998-03-02";"A";
"1998-03-03";"1J";"1.147"
"1998-03-03";"2J";"1.375"
"1998-03-03";"3J";"1.623"
"1998-03-03";"4J";"1.867"
"1998-03-03";"5J";"2.095"
"1998-03-03";"6J";"2.306"
"1998-03-03";"7J";"2.5"
"1998-03-03";"8J";"2.679"
"1998-03-03";"9J";"2.843"
"1998-03-03";"10J0";"2.993"
"1998-03-03";"20J";"3.98"
"1998-03-03";"30J";"4.456"
"1998-03-03";"10J1";"5.078"
"1998-03-03";"E";"2.679"
"1998-03-03";"K";
"1998-03-03";"P";
"1998-03-03";"GK";
"1998-03-03";"IKH";
"1998-03-03";"AAA";
"1998-03-03";"AA";
"1998-03-03";"A";
"1998-03-04";"1J";"1.249"
"1998-03-04";"2J";"1.485"
"1998-03-04";"3J";"1.715"
"1998-03-04";"4J";"1.942"
"1998-03-04";"5J";"2.157"
"1998-03-04";"6J";"2.359"
"1998-03-04";"7J";"2.545"
"1998-03-04";"8J";"2.717"
"1998-03-04";"9J";"2.876"
"1998-03-04";"10J0";"3.023"
"1998-03-04";"20J";"4.004"
"1998-03-04";"30J";"4.489"
"1998-03-04";"10J1";"5.169"
"1998-03-04";"E";"2.717"
"1998-03-04";"K";
"1998-03-04";"P";
"1998-03-04";"GK";
"1998-03-04";"IKH";
"1998-03-04";"AAA";
"1998-03-04";"AA";
"1998-03-04";"A";
"1998-03-05";"1J";"1.271"
"1998-03-05";"2J";"1.524"
"1998-03-05";"3J";"1.754"
"1998-03-05";"4J";"1.979"
"1998-03-05";"5J";"2.195"
"1998-03-05";"6J";"2.398"
"1998-03-05";"7J";"2.588"
"1998-03-05";"8J";"2.764"
"1998-03-05";"9J";"2.928"
"1998-03-05";"10J0";"3.079"
"1998-03-05";"20J";"4.107"
"1998-03-05";"30J";"4.626"
"1998-03-05";"10J1";"5.221"
"1998-03-05";"E";"2.764"
"1998-03-05";"K";
"1998-03-05";"P";
"1998-03-05";"GK";
"1998-03-05";"IKH";
"1998-03-05";"AAA";
"1998-03-05";"AA";
"1998-03-05";"A";
"1998-03-06";"1J";"1.227"
"1998-03-06";"2J";"1.471"
"1998-03-06";"3J";"1.715"
"1998-03-06";"4J";"1.954"
"1998-03-06";"5J";"2.179"
"1998-03-06";"6J";"2.389"
"1998-03-06";"7J";"2.583"
"1998-03-06";"8J";"2.762"
"1998-03-06";"9J";"2.927"
"1998-03-06";"10J0";"3.08"
"1998-03-06";"20J";"4.103"
"1998-03-06";"30J";"4.613"
"1998-03-06";"10J1";"5.184"
"1998-03-06";"E";"2.762"
"1998-03-06";"K";
"1998-03-06";"P";
"1998-03-06";"GK";
"1998-03-06";"IKH";
"1998-03-06";"AAA";
"1998-03-06";"AA";
"1998-03-06";"A";
"1998-03-09";"1J";"1.286"
"1998-03-09";"2J";"1.518"
"1998-03-09";"3J";"1.753"
"1998-03-09";"4J";"1.984"
"1998-03-09";"5J";"2.203"
"1998-03-09";"6J";"2.407"
"1998-03-09";"7J";"2.598"
"1998-03-09";"8J";"2.774"
"1998-03-09";"9J";"2.937"
"1998-03-09";"10J0";"3.088"
"1998-03-09";"20J";"4.111"
"1998-03-09";"30J";"4.629"
"1998-03-09";"10J1";"5.142"
"1998-03-09";"E";"2.774"
"1998-03-09";"K";
"1998-03-09";"P";"3.012"
"1998-03-09";"GK";
"1998-03-09";"IKH";
"1998-03-09";"AAA";
"1998-03-09";"AA";
"1998-03-09";"A";
"1998-03-10";"1J";"1.342"
"1998-03-10";"2J";"1.597"
"1998-03-10";"3J";"1.788"
"1998-03-10";"4J";"1.976"
"1998-03-10";"5J";"2.167"
"1998-03-10";"6J";"2.358"
"1998-03-10";"7J";"2.544"
"1998-03-10";"8J";"2.722"
"1998-03-10";"9J";"2.89"
"1998-03-10";"10J0";"3.047"
"1998-03-10";"20J";"4.091"
"1998-03-10";"30J";"4.569"
"1998-03-10";"10J1";"5.067"
"1998-03-10";"E";"2.722"
"1998-03-10";"K";
"1998-03-10";"P";
"1998-03-10";"GK";
"1998-03-10";"IKH";
"1998-03-10";"AAA";
"1998-03-10";"AA";
"1998-03-10";"A";
"1998-03-11";"1J";"1.282"
"1998-03-11";"2J";"1.551"
"1998-03-11";"3J";"1.748"
"1998-03-11";"4J";"1.925"
"1998-03-11";"5J";"2.1"
"1998-03-11";"6J";"2.274"
"1998-03-11";"7J";"2.447"
"1998-03-11";"8J";"2.617"
"1998-03-11";"9J";"2.779"
"1998-03-11";"10J0";"2.933"
"1998-03-11";"20J";"3.982"
"1998-03-11";"30J";"4.457"
"1998-03-11";"10J1";"5.041"
"1998-03-11";"E";"2.617"
"1998-03-11";"K";
"1998-03-11";"P";
"1998-03-11";"GK";
"1998-03-11";"IKH";
"1998-03-11";"AAA";
"1998-03-11";"AA";
"1998-03-11";"A";
"1998-03-12";"1J";"1.271"
"1998-03-12";"2J";"1.518"
"1998-03-12";"3J";"1.707"
"1998-03-12";"4J";"1.883"
"1998-03-12";"5J";"2.056"
"1998-03-12";"6J";"2.227"
"1998-03-12";"7J";"2.393"
"1998-03-12";"8J";"2.553"
"1998-03-12";"9J";"2.706"
"1998-03-12";"10J0";"2.851"
"1998-03-12";"20J";"3.89"
"1998-03-12";"30J";"4.423"
"1998-03-12";"10J1";"5.054"
"1998-03-12";"E";"2.553"
"1998-03-12";"K";
"1998-03-12";"P";
"1998-03-12";"GK";
"1998-03-12";"IKH";
"1998-03-12";"AAA";
"1998-03-12";"AA";
"1998-03-12";"A";
"1998-03-13";"1J";
"1998-03-13";"2J";
"1998-03-13";"3J";
"1998-03-13";"4J";
"1998-03-13";"5J";
"1998-03-13";"6J";
"1998-03-13";"7J";
"1998-03-13";"8J";
"1998-03-13";"9J";
"1998-03-13";"10J0";
"1998-03-13";"20J";
"1998-03-13";"30J";
"1998-03-13";"10J1";"4.974"
"1998-03-13";"E";
"1998-03-13";"K";
"1998-03-13";"P";
"1998-03-13";"GK";
"1998-03-13";"IKH";
"1998-03-13";"AAA";
"1998-03-13";"AA";
"1998-03-13";"A";
"1998-03-16";"1J";"1.24"
"1998-03-16";"2J";"1.446"
"1998-03-16";"3J";"1.643"
"1998-03-16";"4J";"1.84"
"1998-03-16";"5J";"2.033"
"1998-03-16";"6J";"2.218"
"1998-03-16";"7J";"2.393"
"1998-03-16";"8J";"2.557"
"1998-03-16";"9J";"2.711"
"1998-03-16";"10J0";"2.854"
"1998-03-16";"20J";"3.832"
"1998-03-16";"30J";"4.313"
"1998-03-16";"10J1";"5.056"
"1998-03-16";"E";"2.557"
"1998-03-16";"K";
"1998-03-16";"P";"2.946"
"1998-03-16";"GK";
"1998-03-16";"IKH";
"1998-03-16";"AAA";
"1998-03-16";"AA";
"1998-03-16";"A";
"1998-03-17";"1J";"1.282"
"1998-03-17";"2J";"1.5"
"1998-03-17";"3J";"1.689"
"1998-03-17";"4J";"1.877"
"1998-03-17";"5J";"2.064"
"1998-03-17";"6J";"2.244"
"1998-03-17";"7J";"2.417"
"1998-03-17";"8J";"2.581"
"1998-03-17";"9J";"2.734"
"1998-03-17";"10J0";"2.878"
"1998-03-17";"20J";"3.861"
"1998-03-17";"30J";"4.344"
"1998-03-17";"10J1";"5.017"
"1998-03-17";"E";"2.581"
"1998-03-17";"K";
"1998-03-17";"P";
"1998-03-17";"GK";
"1998-03-17";"IKH";
"1998-03-17";"AAA";
"1998-03-17";"AA";
"1998-03-17";"A";
"1998-03-18";"1J";"1.318"
"1998-03-18";"2J";"1.53"
"1998-03-18";"3J";"1.713"
"1998-03-18";"4J";"1.9"
"1998-03-18";"5J";"2.088"
"1998-03-18";"6J";"2.27"
"1998-03-18";"7J";"2.446"
"1998-03-18";"8J";"2.611"
"1998-03-18";"9J";"2.767"
"1998-03-18";"10J0";"2.913"
"1998-03-18";"20J";"3.911"
"1998-03-18";"30J";"4.397"
"1998-03-18";"10J1";"5.012"
"1998-03-18";"E";"2.611"
"1998-03-18";"K";
"1998-03-18";"P";
"1998-03-18";"GK";
"1998-03-18";"IKH";
"1998-03-18";"AAA";
"1998-03-18";"AA";
"1998-03-18";"A";
"1998-03-19";"1J";"1.436"
"1998-03-19";"2J";"1.621"
"1998-03-19";"3J";"1.793"
"1998-03-19";"4J";"1.977"
"1998-03-19";"5J";"2.164"
"1998-03-19";"6J";"2.347"
"1998-03-19";"7J";"2.522"
"1998-03-19";"8J";"2.689"
"1998-03-19";"9J";"2.846"
"1998-03-19";"10J0";"2.993"
"1998-03-19";"20J";"4.023"
"1998-03-19";"30J";"4.543"
"1998-03-19";"10J1";"5.045"
"1998-03-19";"E";"2.689"
"1998-03-19";"K";
"1998-03-19";"P";
"1998-03-19";"GK";
"1998-03-19";"IKH";
"1998-03-19";"AAA";
"1998-03-19";"AA";
"1998-03-19";"A";
"1998-03-20";"1J";"1.49"
"1998-03-20";"2J";"1.686"
"1998-03-20";"3J";"1.853"
"1998-03-20";"4J";"2.027"
"1998-03-20";"5J";"2.208"
"1998-03-20";"6J";"2.389"
"1998-03-20";"7J";"2.565"
"1998-03-20";"8J";"2.735"
"1998-03-20";"9J";"2.896"
"1998-03-20";"10J0";"3.048"
"1998-03-20";"20J";"4.101"
"1998-03-20";"30J";"4.616"
"1998-03-20";"10J1";"5.012"
"1998-03-20";"E";"2.735"
"1998-03-20";"K";
"1998-03-20";"P";
"1998-03-20";"GK";
"1998-03-20";"IKH";
"1998-03-20";"AAA";
"1998-03-20";"AA";
"1998-03-20";"A";
"1998-03-23";"1J";"1.463"
"1998-03-23";"2J";"1.683"
"1998-03-23";"3J";"1.869"
"1998-03-23";"4J";"2.048"
"1998-03-23";"5J";"2.224"
"1998-03-23";"6J";"2.398"
"1998-03-23";"7J";"2.568"
"1998-03-23";"8J";"2.732"
"1998-03-23";"9J";"2.888"
"1998-03-23";"10J0";"3.036"
"1998-03-23";"20J";"4.082"
"1998-03-23";"30J";"4.603"
"1998-03-23";"10J1";"5.033"
"1998-03-23";"E";"2.732"
"1998-03-23";"K";
"1998-03-23";"P";"2.968"
"1998-03-23";"GK";
"1998-03-23";"IKH";
"1998-03-23";"AAA";
"1998-03-23";"AA";
"1998-03-23";"A";
"1998-03-24";"1J";"1.433"
"1998-03-24";"2J";"1.66"
"1998-03-24";"3J";"1.837"
"1998-03-24";"4J";"2.006"
"1998-03-24";"5J";"2.177"
"1998-03-24";"6J";"2.348"
"1998-03-24";"7J";"2.517"
"1998-03-24";"8J";"2.68"
"1998-03-24";"9J";"2.837"
"1998-03-24";"10J0";"2.986"
"1998-03-24";"20J";"4.044"
"1998-03-24";"30J";"4.571"
"1998-03-24";"10J1";"5.013"
"1998-03-24";"E";"2.68"
"1998-03-24";"K";
"1998-03-24";"P";
"1998-03-24";"GK";
"1998-03-24";"IKH";
"1998-03-24";"AAA";
"1998-03-24";"AA";
"1998-03-24";"A";
"1998-03-25";"1J";"1.409"
"1998-03-25";"2J";"1.631"
"1998-03-25";"3J";"1.814"
"1998-03-25";"4J";"1.989"
"1998-03-25";"5J";"2.163"
"1998-03-25";"6J";"2.336"
"1998-03-25";"7J";"2.505"
"1998-03-25";"8J";"2.67"
"1998-03-25";"9J";"2.827"
"1998-03-25";"10J0";"2.977"
"1998-03-25";"20J";"4.035"
"1998-03-25";"30J";"4.554"
"1998-03-25";"10J1";"4.978"
"1998-03-25";"E";"2.67"
"1998-03-25";"K";
"1998-03-25";"P";
"1998-03-25";"GK";
"1998-03-25";"IKH";
"1998-03-25";"AAA";
"1998-03-25";"AA";
"1998-03-25";"A";
"1998-03-26";"1J";"1.448"
"1998-03-26";"2J";"1.674"
"1998-03-26";"3J";"1.854"
"1998-03-26";"4J";"2.026"
"1998-03-26";"5J";"2.198"
"1998-03-26";"6J";"2.368"
"1998-03-26";"7J";"2.536"
"1998-03-26";"8J";"2.697"
"1998-03-26";"9J";"2.851"
"1998-03-26";"10J0";"2.996"
"1998-03-26";"20J";"3.996"
"1998-03-26";"30J";"4.471"
"1998-03-26";"10J1";"5.04"
"1998-03-26";"E";"2.697"
"1998-03-26";"K";
"1998-03-26";"P";
"1998-03-26";"GK";
"1998-03-26";"IKH";
"1998-03-26";"AAA";
"1998-03-26";"AA";
"1998-03-26";"A";
"1998-03-27";"1J";"1.496"
"1998-03-27";"2J";"1.702"
"1998-03-27";"3J";"1.863"
"1998-03-27";"4J";"2.025"
"1998-03-27";"5J";"2.195"
"1998-03-27";"6J";"2.369"
"1998-03-27";"7J";"2.541"
"1998-03-27";"8J";"2.709"
"1998-03-27";"9J";"2.869"
"1998-03-27";"10J0";"3.019"
"1998-03-27";"20J";"4.036"
"1998-03-27";"30J";"4.502"
"1998-03-27";"10J1";"5.031"
"1998-03-27";"E";"2.709"
"1998-03-27";"K";
"1998-03-27";"P";
"1998-03-27";"GK";
"1998-03-27";"IKH";
"1998-03-27";"AAA";
"1998-03-27";"AA";
"1998-03-27";"A";
"1998-03-30";"1J";"1.561"
"1998-03-30";"2J";"1.736"
"1998-03-30";"3J";"1.905"
"1998-03-30";"4J";"2.084"
"1998-03-30";"5J";"2.268"
"1998-03-30";"6J";"2.449"
"1998-03-30";"7J";"2.623"
"1998-03-30";"8J";"2.788"
"1998-03-30";"9J";"2.942"
"1998-03-30";"10J0";"3.084"
"1998-03-30";"20J";"3.979"
"1998-03-30";"30J";"4.357"
"1998-03-30";"10J1";"5.052"
"1998-03-30";"E";"2.788"
"1998-03-30";"K";
"1998-03-30";"P";"3.011"
"1998-03-30";"GK";
"1998-03-30";"IKH";
"1998-03-30";"AAA";
"1998-03-30";"AA";
"1998-03-30";"A";
"1998-03-31";"1J";"1.568"
"1998-03-31";"2J";"1.758"
"1998-03-31";"3J";"1.946"
"1998-03-31";"4J";"2.131"
"1998-03-31";"5J";"2.313"
"1998-03-31";"6J";"2.488"
"1998-03-31";"7J";"2.657"
"1998-03-31";"8J";"2.817"
"1998-03-31";"9J";"2.968"
"1998-03-31";"10J0";"3.109"
"1998-03-31";"20J";"4.065"
"1998-03-31";"30J";"4.51"
"1998-03-31";"10J1";"5.059"
"1998-03-31";"E";"2.817"
"1998-03-31";"K";
"1998-03-31";"P";"3.027"
"1998-03-31";"GK";
"1998-03-31";"IKH";
"1998-03-31";"AAA";
"1998-03-31";"AA";
"1998-03-31";"A";
"1998-04-01";"1J";"1.59"
"1998-04-01";"2J";"1.784"
"1998-04-01";"3J";"1.953"
"1998-04-01";"4J";"2.124"
"1998-04-01";"5J";"2.299"
"1998-04-01";"6J";"2.473"
"1998-04-01";"7J";"2.643"
"1998-04-01";"8J";"2.805"
"1998-04-01";"9J";"2.958"
"1998-04-01";"10J0";"3.1"
"1998-04-01";"20J";"4.035"
"1998-04-01";"30J";"4.452"
"1998-04-01";"10J1";"5.107"
"1998-04-01";"E";"2.805"
"1998-04-01";"K";
"1998-04-01";"P";
"1998-04-01";"GK";
"1998-04-01";"IKH";
"1998-04-01";"AAA";
"1998-04-01";"AA";
"1998-04-01";"A";
"1998-04-02";"1J";"1.699"
"1998-04-02";"2J";"1.854"
"1998-04-02";"3J";"2.028"
"1998-04-02";"4J";"2.207"
"1998-04-02";"5J";"2.381"
"1998-04-02";"6J";"2.547"
"1998-04-02";"7J";"2.705"
"1998-04-02";"8J";"2.854"
"1998-04-02";"9J";"2.994"
"1998-04-02";"10J0";"3.126"
"1998-04-02";"20J";"4.086"
"1998-04-02";"30J";"4.631"
"1998-04-02";"10J1";"5.049"
"1998-04-02";"E";"2.854"
"1998-04-02";"K";
"1998-04-02";"P";
"1998-04-02";"GK";
"1998-04-02";"IKH";
"1998-04-02";"AAA";
"1998-04-02";"AA";
"1998-04-02";"A";
"1998-04-03";"1J";"1.624"
"1998-04-03";"2J";"1.781"
"1998-04-03";"3J";"1.95"
"1998-04-03";"4J";"2.125"
"1998-04-03";"5J";"2.298"
"1998-04-03";"6J";"2.464"
"1998-04-03";"7J";"2.622"
"1998-04-03";"8J";"2.773"
"1998-04-03";"9J";"2.916"
"1998-04-03";"10J0";"3.051"
"1998-04-03";"20J";"4.065"
"1998-04-03";"30J";"4.669"
"1998-04-03";"10J1";"5.046"
"1998-04-03";"E";"2.773"
"1998-04-03";"K";
"1998-04-03";"P";
"1998-04-03";"GK";
"1998-04-03";"IKH";
"1998-04-03";"AAA";
"1998-04-03";"AA";
"1998-04-03";"A";
"1998-04-06";"1J";"1.633"
"1998-04-06";"2J";"1.762"
"1998-04-06";"3J";"1.928"
"1998-04-06";"4J";"2.104"
"1998-04-06";"5J";"2.279"
"1998-04-06";"6J";"2.446"
"1998-04-06";"7J";"2.606"
"1998-04-06";"8J";"2.757"
"1998-04-06";"9J";"2.9"
"1998-04-06";"10J0";"3.035"
"1998-04-06";"20J";"4.028"
"1998-04-06";"30J";"4.601"
"1998-04-06";"10J1";"5.019"
"1998-04-06";"E";"2.757"
"1998-04-06";"K";
"1998-04-06";"P";"3.041"
"1998-04-06";"GK";
"1998-04-06";"IKH";
"1998-04-06";"AAA";
"1998-04-06";"AA";
"1998-04-06";"A";
"1998-04-07";"1J";"1.669"
"1998-04-07";"2J";"1.828"
"1998-04-07";"3J";"2.024"
"1998-04-07";"4J";"2.219"
"1998-04-07";"5J";"2.404"
"1998-04-07";"6J";"2.577"
"1998-04-07";"7J";"2.738"
"1998-04-07";"8J";"2.888"
"1998-04-07";"9J";"3.026"
"1998-04-07";"10J0";"3.154"
"1998-04-07";"20J";"4.026"
"1998-04-07";"30J";"4.471"
"1998-04-07";"10J1";"4.984"
"1998-04-07";"E";"2.888"
"1998-04-07";"K";
"1998-04-07";"P";
"1998-04-07";"GK";
"1998-04-07";"IKH";
"1998-04-07";"AAA";
"1998-04-07";"AA";
"1998-04-07";"A";
"1998-04-08";"1J";"1.721"
"1998-04-08";"2J";"1.925"
"1998-04-08";"3J";"2.087"
"1998-04-08";"4J";"2.251"
"1998-04-08";"5J";"2.416"
"1998-04-08";"6J";"2.576"
"1998-04-08";"7J";"2.73"
"1998-04-08";"8J";"2.875"
"1998-04-08";"9J";"3.012"
"1998-04-08";"10J0";"3.14"
"1998-04-08";"20J";"4.056"
"1998-04-08";"30J";"4.552"
"1998-04-08";"10J1";"5.001"
"1998-04-08";"E";"2.875"
"1998-04-08";"K";
"1998-04-08";"P";
"1998-04-08";"GK";
"1998-04-08";"IKH";
"1998-04-08";"AAA";
"1998-04-08";"AA";
"1998-04-08";"A";
"1998-04-09";"1J";"1.76"
"1998-04-09";"2J";"1.936"
"1998-04-09";"3J";"2.099"
"1998-04-09";"4J";"2.275"
"1998-04-09";"5J";"2.451"
"1998-04-09";"6J";"2.621"
"1998-04-09";"7J";"2.782"
"1998-04-09";"8J";"2.931"
"1998-04-09";"9J";"3.07"
"1998-04-09";"10J0";"3.199"
"1998-04-09";"20J";"4.06"
"1998-04-09";"30J";"4.483"
"1998-04-09";"10J1";"4.978"
"1998-04-09";"E";"2.931"
"1998-04-09";"K";
"1998-04-09";"P";
"1998-04-09";"GK";
"1998-04-09";"IKH";
"1998-04-09";"AAA";
"1998-04-09";"AA";
"1998-04-09";"A";
"1998-04-10";"1J";
"1998-04-10";"2J";
"1998-04-10";"3J";
"1998-04-10";"4J";
"1998-04-10";"5J";
"1998-04-10";"6J";
"1998-04-10";"7J";
"1998-04-10";"8J";
"1998-04-10";"9J";
"1998-04-10";"10J0";
"1998-04-10";"20J";
"1998-04-10";"30J";
"1998-04-10";"10J1";
"1998-04-10";"E";
"1998-04-10";"K";
"1998-04-10";"P";
"1998-04-10";"GK";
"1998-04-10";"IKH";
"1998-04-10";"AAA";
"1998-04-10";"AA";
"1998-04-10";"A";
"1998-04-13";"1J";
"1998-04-13";"2J";
"1998-04-13";"3J";
"1998-04-13";"4J";
"1998-04-13";"5J";
"1998-04-13";"6J";
"1998-04-13";"7J";
"1998-04-13";"8J";
"1998-04-13";"9J";
"1998-04-13";"10J0";
"1998-04-13";"20J";
"1998-04-13";"30J";
"1998-04-13";"10J1";
"1998-04-13";"E";
"1998-04-13";"K";
"1998-04-13";"P";
"1998-04-13";"GK";
"1998-04-13";"IKH";
"1998-04-13";"AAA";
"1998-04-13";"AA";
"1998-04-13";"A";
"1998-04-14";"1J";"1.691"
"1998-04-14";"2J";"1.87"
"1998-04-14";"3J";"2.046"
"1998-04-14";"4J";"2.236"
"1998-04-14";"5J";"2.424"
"1998-04-14";"6J";"2.601"
"1998-04-14";"7J";"2.766"
"1998-04-14";"8J";"2.918"
"1998-04-14";"9J";"3.057"
"1998-04-14";"10J0";"3.184"
"1998-04-14";"20J";"4.002"
"1998-04-14";"30J";"4.38"
"1998-04-14";"10J1";"5.01"
"1998-04-14";"E";"2.918"
"1998-04-14";"K";
"1998-04-14";"P";"3.115"
"1998-04-14";"GK";
"1998-04-14";"IKH";
"1998-04-14";"AAA";
"1998-04-14";"AA";
"1998-04-14";"A";
"1998-04-15";"1J";"1.674"
"1998-04-15";"2J";"1.951"
"1998-04-15";"3J";"2.108"
"1998-04-15";"4J";"2.256"
"1998-04-15";"5J";"2.415"
"1998-04-15";"6J";"2.581"
"1998-04-15";"7J";"2.748"
"1998-04-15";"8J";"2.908"
"1998-04-15";"9J";"3.059"
"1998-04-15";"10J0";"3.197"
"1998-04-15";"20J";"4.018"
"1998-04-15";"30J";"4.336"
"1998-04-15";"10J1";"4.953"
"1998-04-15";"E";"2.908"
"1998-04-15";"K";
"1998-04-15";"P";
"1998-04-15";"GK";
"1998-04-15";"IKH";
"1998-04-15";"AAA";
"1998-04-15";"AA";
"1998-04-15";"A";
"1998-04-16";"1J";"1.787"
"1998-04-16";"2J";"2.036"
"1998-04-16";"3J";"2.176"
"1998-04-16";"4J";"2.325"
"1998-04-16";"5J";"2.493"
"1998-04-16";"6J";"2.668"
"1998-04-16";"7J";"2.841"
"1998-04-16";"8J";"3.004"
"1998-04-16";"9J";"3.154"
"1998-04-16";"10J0";"3.29"
"1998-04-16";"20J";"4.048"
"1998-04-16";"30J";"4.329"
"1998-04-16";"10J1";"4.98"
"1998-04-16";"E";"3.004"
"1998-04-16";"K";
"1998-04-16";"P";
"1998-04-16";"GK";
"1998-04-16";"IKH";
"1998-04-16";"AAA";
"1998-04-16";"AA";
"1998-04-16";"A";
"1998-04-17";"1J";"1.764"
"1998-04-17";"2J";"2.029"
"1998-04-17";"3J";"2.188"
"1998-04-17";"4J";"2.341"
"1998-04-17";"5J";"2.504"
"1998-04-17";"6J";"2.672"
"1998-04-17";"7J";"2.836"
"1998-04-17";"8J";"2.992"
"1998-04-17";"9J";"3.135"
"1998-04-17";"10J0";"3.266"
"1998-04-17";"20J";"4.011"
"1998-04-17";"30J";"4.292"
"1998-04-17";"10J1";"5.01"
"1998-04-17";"E";"2.992"
"1998-04-17";"K";
"1998-04-17";"P";
"1998-04-17";"GK";
"1998-04-17";"IKH";
"1998-04-17";"AAA";
"1998-04-17";"AA";
"1998-04-17";"A";
"1998-04-20";"1J";"1.755"
"1998-04-20";"2J";"2.021"
"1998-04-20";"3J";"2.176"
"1998-04-20";"4J";"2.324"
"1998-04-20";"5J";"2.483"
"1998-04-20";"6J";"2.65"
"1998-04-20";"7J";"2.815"
"1998-04-20";"8J";"2.975"
"1998-04-20";"9J";"3.123"
"1998-04-20";"10J0";"3.26"
"1998-04-20";"20J";"4.064"
"1998-04-20";"30J";"4.374"
"1998-04-20";"10J1";"5.032"
"1998-04-20";"E";"2.975"
"1998-04-20";"K";
"1998-04-20";"P";"3.186"
"1998-04-20";"GK";
"1998-04-20";"IKH";
"1998-04-20";"AAA";
"1998-04-20";"AA";
"1998-04-20";"A";
"1998-04-21";"1J";"1.695"
"1998-04-21";"2J";"1.995"
"1998-04-21";"3J";"2.186"
"1998-04-21";"4J";"2.358"
"1998-04-21";"5J";"2.53"
"1998-04-21";"6J";"2.703"
"1998-04-21";"7J";"2.871"
"1998-04-21";"8J";"3.03"
"1998-04-21";"9J";"3.178"
"1998-04-21";"10J0";"3.314"
"1998-04-21";"20J";"4.109"
"1998-04-21";"30J";"4.416"
"1998-04-21";"10J1";"5.052"
"1998-04-21";"E";"3.03"
"1998-04-21";"K";
"1998-04-21";"P";
"1998-04-21";"GK";
"1998-04-21";"IKH";
"1998-04-21";"AAA";
"1998-04-21";"AA";
"1998-04-21";"A";
"1998-04-22";"1J";"1.643"
"1998-04-22";"2J";"1.947"
"1998-04-22";"3J";"2.148"
"1998-04-22";"4J";"2.329"
"1998-04-22";"5J";"2.509"
"1998-04-22";"6J";"2.689"
"1998-04-22";"7J";"2.863"
"1998-04-22";"8J";"3.027"
"1998-04-22";"9J";"3.179"
"1998-04-22";"10J0";"3.317"
"1998-04-22";"20J";"4.115"
"1998-04-22";"30J";"4.419"
"1998-04-22";"10J1";"5.106"
"1998-04-22";"E";"3.027"
"1998-04-22";"K";
"1998-04-22";"P";
"1998-04-22";"GK";
"1998-04-22";"IKH";
"1998-04-22";"AAA";
"1998-04-22";"AA";
"1998-04-22";"A";
"1998-04-23";"1J";
"1998-04-23";"2J";
"1998-04-23";"3J";
"1998-04-23";"4J";
"1998-04-23";"5J";
"1998-04-23";"6J";
"1998-04-23";"7J";
"1998-04-23";"8J";
"1998-04-23";"9J";
"1998-04-23";"10J0";
"1998-04-23";"20J";
"1998-04-23";"30J";
"1998-04-23";"10J1";"5.102"
"1998-04-23";"E";
"1998-04-23";"K";
"1998-04-23";"P";
"1998-04-23";"GK";
"1998-04-23";"IKH";
"1998-04-23";"AAA";
"1998-04-23";"AA";
"1998-04-23";"A";
"1998-04-24";"1J";
"1998-04-24";"2J";
"1998-04-24";"3J";
"1998-04-24";"4J";
"1998-04-24";"5J";
"1998-04-24";"6J";
"1998-04-24";"7J";
"1998-04-24";"8J";
"1998-04-24";"9J";
"1998-04-24";"10J0";
"1998-04-24";"20J";
"1998-04-24";"30J";
"1998-04-24";"10J1";"5.042"
"1998-04-24";"E";
"1998-04-24";"K";
"1998-04-24";"P";
"1998-04-24";"GK";
"1998-04-24";"IKH";
"1998-04-24";"AAA";
"1998-04-24";"AA";
"1998-04-24";"A";
"1998-04-27";"1J";"1.658"
"1998-04-27";"2J";"1.974"
"1998-04-27";"3J";"2.202"
"1998-04-27";"4J";"2.393"
"1998-04-27";"5J";"2.571"
"1998-04-27";"6J";"2.743"
"1998-04-27";"7J";"2.909"
"1998-04-27";"8J";"3.067"
"1998-04-27";"9J";"3.217"
"1998-04-27";"10J0";"3.356"
"1998-04-27";"20J";"4.222"
"1998-04-27";"30J";"4.576"
"1998-04-27";"10J1";"5.1"
"1998-04-27";"E";"3.067"
"1998-04-27";"K";
"1998-04-27";"P";"3.269"
